Name,Composer,Miliseconds,Bytes,Album,Artist,Genre,MediaType
Midnight Cowboy,,0,8242626,Angel Dust,"Vinicius, Toquinho & Quarteto Em Cy",Alternative & Punk,MPEG audio file
Easy,,0,6073008,Angel Dust,"Vinicius, Toquinho & Quarteto Em Cy",Alternative & Punk,MPEG audio file
Get Out,"Mike Bordin, Billy Gould, Mike Patton",0,4524972,King For A Day Fool For A Lifetime,Creedence Clearwater Revival,Rock,MPEG audio file
Ricochet,"Mike Bordin, Billy Gould, Mike Patton",0,8808812,King For A Day Fool For A Lifetime,Creedence Clearwater Revival,Rock,MPEG audio file
Evidence,"Mike Bordin, Billy Gould, Mike Patton, Trey Spruance",0,9626136,King For A Day Fool For A Lifetime,Creedence Clearwater Revival,Rock,MPEG audio file
The Gentle Art Of Making Enemies,"Mike Bordin, Billy Gould, Mike Patton",0,6908609,King For A Day Fool For A Lifetime,Creedence Clearwater Revival,Rock,MPEG audio file
Star A.D.,"Mike Bordin, Billy Gould, Mike Patton",0,6747658,King For A Day Fool For A Lifetime,Creedence Clearwater Revival,Rock,MPEG audio file
Cuckoo For Caca,"Mike Bordin, Billy Gould, Mike Patton, Trey Spruance",0,7388369,King For A Day Fool For A Lifetime,Creedence Clearwater Revival,Rock,MPEG audio file
Caralho Voador,"Mike Bordin, Billy Gould, Mike Patton, Trey Spruance",0,8029054,King For A Day Fool For A Lifetime,Creedence Clearwater Revival,Rock,MPEG audio file
Ugly In The Morning,"Mike Bordin, Billy Gould, Mike Patton",0,6224997,King For A Day Fool For A Lifetime,Creedence Clearwater Revival,Rock,MPEG audio file
Digging The Grave,"Mike Bordin, Billy Gould, Mike Patton",0,6109259,King For A Day Fool For A Lifetime,Creedence Clearwater Revival,Rock,MPEG audio file
Take This Bottle,"Mike Bordin, Billy Gould, Mike Patton, Trey Spruance",0,9779971,King For A Day Fool For A Lifetime,Creedence Clearwater Revival,Rock,MPEG audio file
King For A Day,"Mike Bordin, Billy Gould, Mike Patton, Trey Spruance",0,13163733,King For A Day Fool For A Lifetime,Creedence Clearwater Revival,Rock,MPEG audio file
What A Day,"Mike Bordin, Billy Gould, Mike Patton",0,5203430,King For A Day Fool For A Lifetime,Creedence Clearwater Revival,Rock,MPEG audio file
The Last To Know,"Mike Bordin, Billy Gould, Mike Patton",0,8736776,King For A Day Fool For A Lifetime,Creedence Clearwater Revival,Rock,MPEG audio file
Just A Man,"Mike Bordin, Billy Gould, Mike Patton",0,11031254,King For A Day Fool For A Lifetime,Creedence Clearwater Revival,Rock,MPEG audio file
Absolute Zero,"Mike Bordin, Billy Gould, Mike Patton",0,5929427,King For A Day Fool For A Lifetime,Creedence Clearwater Revival,Rock,MPEG audio file
From Out Of Nowhere,Faith No More,0,6587802,The Real Thing,Cássia Eller,Alternative & Punk,MPEG audio file
Epic,Faith No More,0,9631296,The Real Thing,Cássia Eller,Alternative & Punk,MPEG audio file
Falling To Pieces,Faith No More,0,10333123,The Real Thing,Cássia Eller,Alternative & Punk,MPEG audio file
Surprise! You're Dead!,Faith No More,0,4823036,The Real Thing,Cássia Eller,Alternative & Punk,MPEG audio file
Zombie Eaters,Faith No More,0,11835367,The Real Thing,Cássia Eller,Alternative & Punk,MPEG audio file
The Real Thing,Faith No More,0,16233080,The Real Thing,Cássia Eller,Alternative & Punk,MPEG audio file
Underwater Love,Faith No More,0,7634387,The Real Thing,Cássia Eller,Alternative & Punk,MPEG audio file
The Morning After,Faith No More,0,7355898,The Real Thing,Cássia Eller,Alternative & Punk,MPEG audio file
Woodpecker From Mars,Faith No More,0,11174250,The Real Thing,Cássia Eller,Alternative & Punk,MPEG audio file
War Pigs,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",0,15267802,The Real Thing,Cássia Eller,Alternative & Punk,MPEG audio file
Edge Of The World,Faith No More,0,8235607,The Real Thing,Cássia Eller,Alternative & Punk,MPEG audio file
Deixa Entrar,,0,1095012,Deixa Entrar,Def Leppard,Latin,MPEG audio file
Falamansa Song,,0,7921313,Deixa Entrar,Def Leppard,Latin,MPEG audio file
Xote Dos Milagres,,0,8897778,Deixa Entrar,Def Leppard,Latin,MPEG audio file
Rindo À Toa,,0,7365321,Deixa Entrar,Def Leppard,Latin,MPEG audio file
Confidência,,0,7460829,Deixa Entrar,Def Leppard,Latin,MPEG audio file
Forró De Tóquio,,0,5588756,Deixa Entrar,Def Leppard,Latin,MPEG audio file
Zeca Violeiro,,0,4781949,Deixa Entrar,Def Leppard,Latin,MPEG audio file
Avisa,,0,11844320,Deixa Entrar,Def Leppard,Latin,MPEG audio file
Principiando/Decolagem,,0,3923789,Deixa Entrar,Def Leppard,Latin,MPEG audio file
Asas,,0,7711669,Deixa Entrar,Def Leppard,Latin,MPEG audio file
Medo De Escuro,,0,7056323,Deixa Entrar,Def Leppard,Latin,MPEG audio file
Oração,,0,9003882,Deixa Entrar,Def Leppard,Latin,MPEG audio file
Minha Gata,,0,6039502,Deixa Entrar,Def Leppard,Latin,MPEG audio file
Desaforo,,0,5853561,Deixa Entrar,Def Leppard,Latin,MPEG audio file
In Your Honor,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",0,7468463,In Your Honor [Disc 1],Dennis Chambers,Rock,MPEG audio file
No Way Back,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",0,6421400,In Your Honor [Disc 1],Dennis Chambers,Rock,MPEG audio file
Best Of You,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",0,8363467,In Your Honor [Disc 1],Dennis Chambers,Rock,MPEG audio file
DOA,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",0,8232342,In Your Honor [Disc 1],Dennis Chambers,Rock,MPEG audio file
Hell,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",0,3819255,In Your Honor [Disc 1],Dennis Chambers,Rock,MPEG audio file
The Last Song,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",0,6496742,In Your Honor [Disc 1],Dennis Chambers,Rock,MPEG audio file
Free Me,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",0,9109340,In Your Honor [Disc 1],Dennis Chambers,Rock,MPEG audio file
Resolve,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",0,9416186,In Your Honor [Disc 1],Dennis Chambers,Rock,MPEG audio file
The Deepest Blues Are Black,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",0,7735473,In Your Honor [Disc 1],Dennis Chambers,Rock,MPEG audio file
End Over End,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",0,11395296,In Your Honor [Disc 1],Dennis Chambers,Rock,MPEG audio file
Still,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",0,10323157,In Your Honor [Disc 2],Djavan,Rock,MPEG audio file
What If I Do?,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",0,9929799,In Your Honor [Disc 2],Djavan,Rock,MPEG audio file
Miracle,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",0,6877994,In Your Honor [Disc 2],Djavan,Rock,MPEG audio file
Another Round,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",0,8752670,In Your Honor [Disc 2],Djavan,Rock,MPEG audio file
Friend Of A Friend,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",0,6355088,In Your Honor [Disc 2],Djavan,Rock,MPEG audio file
Over And Out,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",0,10428382,In Your Honor [Disc 2],Djavan,Rock,MPEG audio file
On The Mend,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",0,9071997,In Your Honor [Disc 2],Djavan,Rock,MPEG audio file
Virginia Moon,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",0,7494639,In Your Honor [Disc 2],Djavan,Rock,MPEG audio file
Cold Day In The Sun,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",0,6596617,In Your Honor [Disc 2],Djavan,Rock,MPEG audio file
Razor,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",0,9721373,In Your Honor [Disc 2],Djavan,Rock,MPEG audio file
All My Life,Foo Fighters,0,8665545,One By One,Eric Clapton,Alternative & Punk,MPEG audio file
Low,Foo Fighters,0,8847196,One By One,Eric Clapton,Alternative & Punk,MPEG audio file
Have It All,Foo Fighters,0,9729292,One By One,Eric Clapton,Alternative & Punk,MPEG audio file
Times Like These,Foo Fighters,0,8624691,One By One,Eric Clapton,Alternative & Punk,MPEG audio file
Disenchanted Lullaby,Foo Fighters,0,8919111,One By One,Eric Clapton,Alternative & Punk,MPEG audio file
Tired Of You,Foo Fighters,0,10094743,One By One,Eric Clapton,Alternative & Punk,MPEG audio file
Halo,Foo Fighters,0,10026371,One By One,Eric Clapton,Alternative & Punk,MPEG audio file
Lonely As You,Foo Fighters,0,9022628,One By One,Eric Clapton,Alternative & Punk,MPEG audio file
Overdrive,Foo Fighters,0,8793187,One By One,Eric Clapton,Alternative & Punk,MPEG audio file
Burn Away,Foo Fighters,0,9678073,One By One,Eric Clapton,Alternative & Punk,MPEG audio file
Come Back,Foo Fighters,0,15371980,One By One,Eric Clapton,Alternative & Punk,MPEG audio file
Doll,"Dave, Taylor, Nate, Chris",0,2702572,The Colour And The Shape,Faith No More,Rock,MPEG audio file
Monkey Wrench,"Dave, Taylor, Nate, Chris",0,7527531,The Colour And The Shape,Faith No More,Rock,MPEG audio file
"Hey, Johnny Park!","Dave, Taylor, Nate, Chris",0,8079480,The Colour And The Shape,Faith No More,Rock,MPEG audio file
My Poor Brain,"Dave, Taylor, Nate, Chris",0,6973746,The Colour And The Shape,Faith No More,Rock,MPEG audio file
Wind Up,"Dave, Taylor, Nate, Chris",0,4950667,The Colour And The Shape,Faith No More,Rock,MPEG audio file
Up In Arms,"Dave, Taylor, Nate, Chris",0,4406227,The Colour And The Shape,Faith No More,Rock,MPEG audio file
My Hero,"Dave, Taylor, Nate, Chris",0,8472365,The Colour And The Shape,Faith No More,Rock,MPEG audio file
See You,"Dave, Taylor, Nate, Chris",0,4888173,The Colour And The Shape,Faith No More,Rock,MPEG audio file
Enough Space,Dave Grohl,0,5169280,The Colour And The Shape,Faith No More,Rock,MPEG audio file
February Stars,"Dave, Taylor, Nate, Chris",0,9344875,The Colour And The Shape,Faith No More,Rock,MPEG audio file
Everlong,Dave Grohl,0,8270816,The Colour And The Shape,Faith No More,Rock,MPEG audio file
Walking After You,Dave Grohl,0,9898992,The Colour And The Shape,Faith No More,Rock,MPEG audio file
New Way Home,"Dave, Taylor, Nate, Chris",0,11205664,The Colour And The Shape,Faith No More,Rock,MPEG audio file
My Way,claude françois/gilles thibault/jacques revaux/paul anka,0,8928684,My Way: The Best Of Frank Sinatra [Disc 1],Falamansa,Easy Listening,MPEG audio file
Strangers In The Night,berthold kaempfert/charles singleton/eddie snyder,0,5055295,My Way: The Best Of Frank Sinatra [Disc 1],Falamansa,Easy Listening,MPEG audio file
"New York, New York",fred ebb/john kander,0,6707993,My Way: The Best Of Frank Sinatra [Disc 1],Falamansa,Easy Listening,MPEG audio file
I Get A Kick Out Of You,cole porter,0,6332441,My Way: The Best Of Frank Sinatra [Disc 1],Falamansa,Easy Listening,MPEG audio file
Something Stupid,carson c. parks,0,5210643,My Way: The Best Of Frank Sinatra [Disc 1],Falamansa,Easy Listening,MPEG audio file
Moon River,henry mancini/johnny mercer,0,6395808,My Way: The Best Of Frank Sinatra [Disc 1],Falamansa,Easy Listening,MPEG audio file
What Now My Love,carl sigman/gilbert becaud/pierre leroyer,0,4913383,My Way: The Best Of Frank Sinatra [Disc 1],Falamansa,Easy Listening,MPEG audio file
Summer Love,hans bradtke/heinz meier/johnny mercer,0,5693242,My Way: The Best Of Frank Sinatra [Disc 1],Falamansa,Easy Listening,MPEG audio file
For Once In My Life,orlando murden/ronald miller,0,5557537,My Way: The Best Of Frank Sinatra [Disc 1],Falamansa,Easy Listening,MPEG audio file
Love And Marriage,jimmy van heusen/sammy cahn,0,2930596,My Way: The Best Of Frank Sinatra [Disc 1],Falamansa,Easy Listening,MPEG audio file
They Can't Take That Away From Me,george gershwin/ira gershwin,0,5240043,My Way: The Best Of Frank Sinatra [Disc 1],Falamansa,Easy Listening,MPEG audio file
My Kind Of Town,jimmy van heusen/sammy cahn,0,6119915,My Way: The Best Of Frank Sinatra [Disc 1],Falamansa,Easy Listening,MPEG audio file
Fly Me To The Moon,bart howard,0,4856954,My Way: The Best Of Frank Sinatra [Disc 1],Falamansa,Easy Listening,MPEG audio file
I've Got You Under My Skin,cole porter,0,6883787,My Way: The Best Of Frank Sinatra [Disc 1],Falamansa,Easy Listening,MPEG audio file
The Best Is Yet To Come,carolyn leigh/cy coleman,0,5633730,My Way: The Best Of Frank Sinatra [Disc 1],Falamansa,Easy Listening,MPEG audio file
It Was A Very Good Year,ervin drake,0,8554066,My Way: The Best Of Frank Sinatra [Disc 1],Falamansa,Easy Listening,MPEG audio file
Come Fly With Me,jimmy van heusen/sammy cahn,0,6231029,My Way: The Best Of Frank Sinatra [Disc 1],Falamansa,Easy Listening,MPEG audio file
That's Life,dean kay thompson/kelly gordon,0,6095727,My Way: The Best Of Frank Sinatra [Disc 1],Falamansa,Easy Listening,MPEG audio file
The Girl From Ipanema,antonio carlos jobim/norman gimbel/vinicius de moraes,0,6410674,My Way: The Best Of Frank Sinatra [Disc 1],Falamansa,Easy Listening,MPEG audio file
The Lady Is A Tramp,lorenz hart/richard rodgers,0,5987372,My Way: The Best Of Frank Sinatra [Disc 1],Falamansa,Easy Listening,MPEG audio file
"Bad, Bad Leroy Brown",jim croce,0,5548581,My Way: The Best Of Frank Sinatra [Disc 1],Falamansa,Easy Listening,MPEG audio file
Mack The Knife,bert brecht/kurt weill/marc blitzstein,0,9541052,My Way: The Best Of Frank Sinatra [Disc 1],Falamansa,Easy Listening,MPEG audio file
Loves Been Good To Me,rod mckuen,0,6645365,My Way: The Best Of Frank Sinatra [Disc 1],Falamansa,Easy Listening,MPEG audio file
L.A. Is My Lady,alan bergman/marilyn bergman/peggy lipton jones/quincy jones,0,6378511,My Way: The Best Of Frank Sinatra [Disc 1],Falamansa,Easy Listening,MPEG audio file
Entrando Na Sua (Intro),,0,5840027,Roda De Funk,Foo Fighters,Latin,MPEG audio file
Nervosa,,0,7680421,Roda De Funk,Foo Fighters,Latin,MPEG audio file
Funk De Bamba (Com Fernanda Abreu),,0,7866165,Roda De Funk,Foo Fighters,Latin,MPEG audio file
Call Me At Cleo´s,,0,7920510,Roda De Funk,Foo Fighters,Latin,MPEG audio file
Olhos Coloridos (Com Sandra De Sá),,0,10567404,Roda De Funk,Foo Fighters,Latin,MPEG audio file
Zambação,,0,10030604,Roda De Funk,Foo Fighters,Latin,MPEG audio file
Funk Hum,,0,8084475,Roda De Funk,Foo Fighters,Latin,MPEG audio file
Forty Days (Com DJ Hum),,0,7347172,Roda De Funk,Foo Fighters,Latin,MPEG audio file
Balada Da Paula,Emerson Villani,0,10603717,Roda De Funk,Foo Fighters,Latin,MPEG audio file
Dujji,,0,10833935,Roda De Funk,Foo Fighters,Latin,MPEG audio file
Meu Guarda-Chuva,,0,8216625,Roda De Funk,Foo Fighters,Latin,MPEG audio file
Motéis,,0,7041077,Roda De Funk,Foo Fighters,Latin,MPEG audio file
Whistle Stop,,0,17533664,Roda De Funk,Foo Fighters,Latin,MPEG audio file
16 Toneladas,,0,6390885,Roda De Funk,Foo Fighters,Latin,MPEG audio file
Divirta-Se (Saindo Da Sua),,0,2439206,Roda De Funk,Foo Fighters,Latin,MPEG audio file
Forty Days Instrumental,,0,9584317,Roda De Funk,Foo Fighters,Latin,MPEG audio file
Óia Eu Aqui De Novo,,0,7469735,As Canções de Eu Tu Eles,Frank Sinatra,Soundtrack,MPEG audio file
Baião Da Penha,,0,8393047,As Canções de Eu Tu Eles,Frank Sinatra,Soundtrack,MPEG audio file
Esperando Na Janela,Manuca/Raimundinho DoAcordion/Targino Godim,0,8660617,As Canções de Eu Tu Eles,Frank Sinatra,Soundtrack,MPEG audio file
Juazeiro,Humberto Teixeira/Luiz Gonzaga,0,7349779,As Canções de Eu Tu Eles,Frank Sinatra,Soundtrack,MPEG audio file
Último Pau-De-Arara,Corumbá/José Gumarães/Venancio,0,6638563,As Canções de Eu Tu Eles,Frank Sinatra,Soundtrack,MPEG audio file
Asa Branca,Humberto Teixeira/Luiz Gonzaga,0,7387183,As Canções de Eu Tu Eles,Frank Sinatra,Soundtrack,MPEG audio file
Qui Nem Jiló,Humberto Teixeira/Luiz Gonzaga,0,6937472,As Canções de Eu Tu Eles,Frank Sinatra,Soundtrack,MPEG audio file
Assum Preto,Humberto Teixeira/Luiz Gonzaga,0,6625000,As Canções de Eu Tu Eles,Frank Sinatra,Soundtrack,MPEG audio file
Pau-De-Arara,"Guio De Morais E Seus ""Parentes""/Luiz Gonzaga",0,6340649,As Canções de Eu Tu Eles,Frank Sinatra,Soundtrack,MPEG audio file
A Volta Da Asa Branca,Luiz Gonzaga/Zé Dantas,0,9098093,As Canções de Eu Tu Eles,Frank Sinatra,Soundtrack,MPEG audio file
O Amor Daqui De Casa,Gilberto Gil,0,4888292,As Canções de Eu Tu Eles,Frank Sinatra,Soundtrack,MPEG audio file
As Pegadas Do Amor,Gilberto Gil,0,6899062,As Canções de Eu Tu Eles,Frank Sinatra,Soundtrack,MPEG audio file
Lamento Sertanejo,Dominguinhos/Gilberto Gil,0,8518290,As Canções de Eu Tu Eles,Frank Sinatra,Soundtrack,MPEG audio file
Casinha Feliz,Gilberto Gil,0,1039615,As Canções de Eu Tu Eles,Frank Sinatra,Soundtrack,MPEG audio file
Introdução (Live),,0,5227579,Quanta Gente Veio Ver (Live),Funk Como Le Gusta,Latin,MPEG audio file
Palco (Live),,0,8026622,Quanta Gente Veio Ver (Live),Funk Como Le Gusta,Latin,MPEG audio file
Is This Love (Live),,0,9819759,Quanta Gente Veio Ver (Live),Funk Como Le Gusta,Latin,MPEG audio file
Stir It Up (Live),,0,9594738,Quanta Gente Veio Ver (Live),Funk Como Le Gusta,Latin,MPEG audio file
Refavela (Live),,0,7985305,Quanta Gente Veio Ver (Live),Funk Como Le Gusta,Latin,MPEG audio file
Vendedor De Caranguejo (Live),,0,8358128,Quanta Gente Veio Ver (Live),Funk Como Le Gusta,Latin,MPEG audio file
Quanta (Live),,0,11774865,Quanta Gente Veio Ver (Live),Funk Como Le Gusta,Latin,MPEG audio file
Estrela (Live),,0,9436411,Quanta Gente Veio Ver (Live),Funk Como Le Gusta,Latin,MPEG audio file
Pela Internet (Live),,0,8804401,Quanta Gente Veio Ver (Live),Funk Como Le Gusta,Latin,MPEG audio file
Cérebro Eletrônico (Live),,0,7805352,Quanta Gente Veio Ver (Live),Funk Como Le Gusta,Latin,MPEG audio file
Opachorô (Live),,0,8596384,Quanta Gente Veio Ver (Live),Funk Como Le Gusta,Latin,MPEG audio file
Copacabana (Live),,0,9673672,Quanta Gente Veio Ver (Live),Funk Como Le Gusta,Latin,MPEG audio file
A Novidade (Live),,0,10508000,Quanta Gente Veio Ver (Live),Funk Como Le Gusta,Latin,MPEG audio file
Ghandi (Live),,0,7481950,Quanta Gente Veio Ver (Live),Funk Como Le Gusta,Latin,MPEG audio file
De Ouro E Marfim (Live),,0,7838453,Quanta Gente Veio Ver (Live),Funk Como Le Gusta,Latin,MPEG audio file
Doce De Carnaval (Candy All),,0,11998470,Quanta Gente Veio ver--Bônus De Carnaval,Godsmack,Jazz,MPEG audio file
Lamento De Carnaval,,0,9819276,Quanta Gente Veio ver--Bônus De Carnaval,Godsmack,Jazz,MPEG audio file
Pretinha,,0,8914579,Quanta Gente Veio ver--Bônus De Carnaval,Godsmack,Jazz,MPEG audio file
A Novidade,Gilberto Gil,0,10765600,Unplugged,Vinícius E Qurteto Em Cy,Latin,MPEG audio file
Tenho Sede,Gilberto Gil,0,8708114,Unplugged,Vinícius E Qurteto Em Cy,Latin,MPEG audio file
Refazenda,Gilberto Gil,0,7237784,Unplugged,Vinícius E Qurteto Em Cy,Latin,MPEG audio file
Realce,Gilberto Gil,0,8847612,Unplugged,Vinícius E Qurteto Em Cy,Latin,MPEG audio file
Esotérico,Gilberto Gil,0,10530533,Unplugged,Vinícius E Qurteto Em Cy,Latin,MPEG audio file
Drão,Gilberto Gil,0,9931950,Unplugged,Vinícius E Qurteto Em Cy,Latin,MPEG audio file
A Paz,Gilberto Gil,0,9593064,Unplugged,Vinícius E Qurteto Em Cy,Latin,MPEG audio file
Beira Mar,Gilberto Gil,0,9597994,Unplugged,Vinícius E Qurteto Em Cy,Latin,MPEG audio file
Sampa,Gilberto Gil,0,7469905,Unplugged,Vinícius E Qurteto Em Cy,Latin,MPEG audio file
Parabolicamará,Gilberto Gil,0,9543435,Unplugged,Vinícius E Qurteto Em Cy,Latin,MPEG audio file
Tempo Rei,Gilberto Gil,0,10019269,Unplugged,Vinícius E Qurteto Em Cy,Latin,MPEG audio file
Expresso 2222,Gilberto Gil,0,9690577,Unplugged,Vinícius E Qurteto Em Cy,Latin,MPEG audio file
Aquele Abraço,Gilberto Gil,0,8805003,Unplugged,Vinícius E Qurteto Em Cy,Latin,MPEG audio file
Palco,Gilberto Gil,0,9049901,Unplugged,Vinícius E Qurteto Em Cy,Latin,MPEG audio file
Toda Menina Baiana,Gilberto Gil,0,9351000,Unplugged,Vinícius E Qurteto Em Cy,Latin,MPEG audio file
Sítio Do Pica-Pau Amarelo,Gilberto Gil,0,7217955,Unplugged,Vinícius E Qurteto Em Cy,Latin,MPEG audio file
Straight Out Of Line,Sully Erna,0,8511877,Faceless,Guns N' Roses,Metal,MPEG audio file
Faceless,Sully Erna,0,6992417,Faceless,Guns N' Roses,Metal,MPEG audio file
Changes,Sully Erna; Tony Rombola,0,8455835,Faceless,Guns N' Roses,Metal,MPEG audio file
Make Me Believe,Sully Erna,0,8075050,Faceless,Guns N' Roses,Metal,MPEG audio file
I Stand Alone,Sully Erna,0,8017041,Faceless,Guns N' Roses,Metal,MPEG audio file
Re-Align,Sully Erna,0,8513891,Faceless,Guns N' Roses,Metal,MPEG audio file
I Fucking Hate You,Sully Erna,0,8059642,Faceless,Guns N' Roses,Metal,MPEG audio file
Releasing The Demons,Sully Erna,0,8276372,Faceless,Guns N' Roses,Metal,MPEG audio file
Dead And Broken,Sully Erna,0,8206611,Faceless,Guns N' Roses,Metal,MPEG audio file
I Am,Sully Erna,0,7803270,Faceless,Guns N' Roses,Metal,MPEG audio file
The Awakening,Sully Erna,0,3035251,Faceless,Guns N' Roses,Metal,MPEG audio file
Serenity,Sully Erna; Tony Rombola,0,9172976,Faceless,Guns N' Roses,Metal,MPEG audio file
American Idiot,"Billie Joe Armstrong, Mike Dirnt, Tré Cool",0,5705793,American Idiot,Incognito,Alternative & Punk,MPEG audio file
Jesus Of Suburbia / City Of The Damned / I Don't Care / Dearly Beloved / Tales Of Another Broken Home,Billie Joe Armstrong/Green Day,0,17875209,American Idiot,Incognito,Alternative & Punk,MPEG audio file
Holiday,"Billie Joe Armstrong, Mike Dirnt, Tré Cool",0,7599602,American Idiot,Incognito,Alternative & Punk,MPEG audio file
Boulevard Of Broken Dreams,"Mike Dint, Billie Joe, Tré Cool",0,8485122,American Idiot,Incognito,Alternative & Punk,MPEG audio file
Are We The Waiting,Green Day,0,5328329,American Idiot,Incognito,Alternative & Punk,MPEG audio file
St. Jimmy,Green Day,0,5716589,American Idiot,Incognito,Alternative & Punk,MPEG audio file
Give Me Novacaine,Green Day,0,6752485,American Idiot,Incognito,Alternative & Punk,MPEG audio file
She's A Rebel,Green Day,0,3901226,American Idiot,Incognito,Alternative & Punk,MPEG audio file
Extraordinary Girl,Green Day,0,6975177,American Idiot,Incognito,Alternative & Punk,MPEG audio file
Letterbomb,Green Day,0,7980902,American Idiot,Incognito,Alternative & Punk,MPEG audio file
Wake Me Up When September Ends,"Mike Dint, Billie Joe, Tré Cool",0,9325597,American Idiot,Incognito,Alternative & Punk,MPEG audio file
Homecoming / The Death Of St. Jimmy / East 12th St. / Nobody Likes You / Rock And Roll Girlfriend / We're Coming Home Again,Mike Dirnt/Tré Cool,0,18139840,American Idiot,Incognito,Alternative & Punk,MPEG audio file
Whatsername,Green Day,0,8244843,American Idiot,Incognito,Alternative & Punk,MPEG audio file
Welcome to the Jungle,,0,4538451,Appetite for Destruction,Iron Maiden,Rock,Protected AAC audio file
It's So Easy,,0,3394019,Appetite for Destruction,Iron Maiden,Rock,Protected AAC audio file
Nightrain,,0,4457283,Appetite for Destruction,Iron Maiden,Rock,Protected AAC audio file
Out Ta Get Me,,0,4382147,Appetite for Destruction,Iron Maiden,Rock,Protected AAC audio file
Mr. Brownstone,,0,3816323,Appetite for Destruction,Iron Maiden,Rock,Protected AAC audio file
Paradise City,,0,6687123,Appetite for Destruction,Iron Maiden,Rock,Protected AAC audio file
My Michelle,,0,3671299,Appetite for Destruction,Iron Maiden,Rock,Protected AAC audio file
Think About You,,0,3860275,Appetite for Destruction,Iron Maiden,Rock,Protected AAC audio file
Sweet Child O' Mine,,0,5879347,Appetite for Destruction,Iron Maiden,Rock,Protected AAC audio file
You're Crazy,,0,3301971,Appetite for Destruction,Iron Maiden,Rock,Protected AAC audio file
Anything Goes,,0,3451891,Appetite for Destruction,Iron Maiden,Rock,Protected AAC audio file
Rocket Queen,,0,6185539,Appetite for Destruction,Iron Maiden,Rock,Protected AAC audio file
Right Next Door to Hell,,0,3175950,Use Your Illusion I,James Brown,Rock,Protected AAC audio file
Dust N' Bones,,0,5053742,Use Your Illusion I,James Brown,Rock,Protected AAC audio file
Live and Let Die,,0,3203390,Use Your Illusion I,James Brown,Rock,Protected AAC audio file
Don't Cry (Original),,0,4833259,Use Your Illusion I,James Brown,Rock,Protected AAC audio file
Perfect Crime,,0,2550030,Use Your Illusion I,James Brown,Rock,Protected AAC audio file
You Ain't the First,,0,2754414,Use Your Illusion I,James Brown,Rock,Protected AAC audio file
Bad Obsession,,0,5537678,Use Your Illusion I,James Brown,Rock,Protected AAC audio file
Back off Bitch,,0,5135662,Use Your Illusion I,James Brown,Rock,Protected AAC audio file
Double Talkin' Jive,,0,3520862,Use Your Illusion I,James Brown,Rock,Protected AAC audio file
November Rain,,0,8923566,Use Your Illusion I,James Brown,Rock,Protected AAC audio file
The Garden,,0,5438862,Use Your Illusion I,James Brown,Rock,Protected AAC audio file
Garden of Eden,,0,2839694,Use Your Illusion I,James Brown,Rock,Protected AAC audio file
Don't Damn Me,,0,5385886,Use Your Illusion I,James Brown,Rock,Protected AAC audio file
Bad Apples,,0,4567966,Use Your Illusion I,James Brown,Rock,Protected AAC audio file
Dead Horse,,0,4394014,Use Your Illusion I,James Brown,Rock,Protected AAC audio file
Coma,,0,10201342,Use Your Illusion I,James Brown,Rock,Protected AAC audio file
Civil War,Duff McKagan/Slash/W. Axl Rose,0,15046579,Use Your Illusion II,Jamiroquai,Metal,MPEG audio file
14 Years,Izzy Stradlin'/W. Axl Rose,0,8543664,Use Your Illusion II,Jamiroquai,Metal,MPEG audio file
Yesterdays,Billy/Del James/W. Axl Rose/West Arkeen,0,6398489,Use Your Illusion II,Jamiroquai,Metal,MPEG audio file
Knockin' On Heaven's Door,Bob Dylan,0,10986716,Use Your Illusion II,Jamiroquai,Metal,MPEG audio file
